PUR_COMM_CD,OBJ_ID,VER_NBR,PUR_COMM_DESC,PUR_SALES_TAX_IND,ITM_RSTRC_IND,SNSTV_DTA_CD,DOBJ_MAINT_CD_ACTV_IND
LIBM,589d5dae-91aa-4a9e-bb6d-5e59309c2fe2,1,"Library Materials",N,N,,Y
