VNDR_PMT_TERM_CD,OBJ_ID,VER_NBR,VNDR_DSCT_DUE_TYP_DESC,VNDR_DSCT_DUE_NBR,VNDR_PMT_TERM_PCT,VNDR_NET_DUE_TYP_DESC,VNDR_NET_DUE_NBR,VNDR_PMT_TERM_DESC,DOBJ_MAINT_CD_ACTV_IND
00N30,3314E001-F54C-764C-9CD2-797E56E421D3,1,NULL,NULL,NULL,days,28,"Net 30 Days",Y
