FIN_COA_CD,ORG_CD,OBJ_ID,VER_NBR,ORG_AUTO_PO_LMT,ACTV_IND
OU,DEFA,ee0059d4-d177-4a64-bf93-f595e992abc7,1,10000.00,Y
