CAMPUS_CD,BLDG_CD,BLDG_ROOM_NBR,OBJ_ID,VER_NBR,BLDG_ROOM_TYPE,BLDG_ROOM_DEPT,BLDG_ROOM_DESC,ROW_ACTV_IND
OL,LIB,001,5ebcae64-ba2c-4f5d-a35e-c29fea34646f,1,"Materials Processing","Technical Services","Main Library",Y
