CAMPUS_CD,BLDG_CD,OBJ_ID,VER_NBR,BLDG_NM,BLDG_STR_ADDR,BLDG_ADDR_CTY_NM,BLDG_ADDR_ST_CD,BLDG_ADDR_ZIP_CD,ALTRNT_BLDG_CD,ROW_ACTV_IND,BLDG_ADDR_CNTRY_CD
OL,LIB,bde5a41c-18b3-488d-ac8c-7fb18190d7dc,1,"University Library","800 Lancaster Ave",Villanova,PA,19085,NULL,Y,US
