FIN_COA_CD,OBJ_ID,VER_NBR,FIN_COA_DESC,FIN_COA_ACTIVE_CD,FIN_CASH_OBJ_CD,FIN_AP_OBJ_CD,INCBDGT_ELIMOBJ_CD,EXPBDGT_ELIMOBJ_CD,RPTS_TO_FIN_COA_CD,FIN_AR_OBJ_CD,FIN_INT_ENC_OBJ_CD,FIN_EXT_ENC_OBJ_CD,FIN_PRE_ENC_OBJ_CD,ICR_INC_FIN_OBJ_CD,ICR_EXP_FIN_OBJ_CD,FND_BAL_OBJ_CD
OU,b2d96a62-c078-4f0b-91a7-342eb777b613,1,"OLE University Library",Y,NULL,NULL,NULL,NULL,OU,NULL,NULL,NULL,NULL,NULL,NULL,NULL
