FUND_GRP_CD,OBJ_ID,VER_NBR,DOBJ_MAINT_CD_ACTV_IND,FUND_GRP_NM,FIN_REPORT_SORT_CD,FND_GRP_BA_RSTR_LVL_CD
GF,6049393e-1bf8-48ab-8521-3498a1dcee7c,1,Y,"GENERAL FUNDS",01,C
