FIN_COA_CD,ACCOUNT_NBR,OBJ_ID,VER_NBR,CAMPUS_DESC,ORG_DESC,RC_DESC,CAMPUS_CD,BLDG_CD
OU,ART,8e3f11cf-6d5b-40c8-9712-e7db3cd8570b,1,NULL,NULL,NULL,NULL,NULL
OU,BUS,3f2b6f1d-4776-4e7a-9e9f-52799503f586,1,NULL,NULL,NULL,NULL,NULL
OU,HIST,10d14c2b-f7f3-4fd7-9418-397ae5df0358,1,NULL,NULL,NULL,NULL,NULL
OU,HUM,e3b8a35c-a106-4b19-ae92-3fb3112815d3,1,NULL,NULL,NULL,NULL,NULL
OU,MATH,b02ad4e0-747b-422b-b405-06bdfd261d34,1,NULL,NULL,NULL,NULL,NULL
