SUB_FUND_GRP_CD,OBJ_ID,VER_NBR,FUND_GRP_CD,SUB_FUND_GRP_DESC,SUBFUNDGRP_ACTV_CD,SUB_FUNDGRP_TYP_CD,FIN_REPORT_SORT_CD,SUB_FUND_GRP_WAGE_IND,FND_GRP_BA_RSTR_LVL_CD,ACCT_RSTRC_STAT_CD
GENFND,5b8bffd0-3987-4c06-ba45-4eaa9e3d949d,1,GF,"GENERAL FUNDS",Y,N,01,Y,N,NULL
