UNIV_FISCAL_YR,FIN_COA_CD,FDOC_TYP_CD,FIN_BALANCE_TYP_CD,OBJ_ID,VER_NBR,FIN_OBJECT_CD
2015,OU,OLE_PO,EX,231e2dd3-c88a-46f9-8e77-4c3353e66003,1,FIRM
