ACC_LOC_ID,OBJ_ID,VER_NBR,ACC_LOC_NM,ACC_LOC_DESC,ROW_ACT_IND
1,bdd811ce-9cb5-463b-8032-c8bdc9d1542f,1,"Main Campus","Main Campus",Y
