ACC_TYP_ID,OBJ_ID,VER_NBR,ACC_TYP_NM,ACC_TYP_DESC,ROW_ACT_IND
1,881db146-af63-497d-b139-06d93d70a6eb,1,"Site Wide","Site Wide",Y
