OLE_CRCL_DSK_CODE,OLE_CRCL_DSK_PUB_NAME,OLE_CRCL_DSK_STAFF_NAME,ACTV_IND,PK_UP_LOCN_IND,ASR_PK_UP_LOCN_IND,HLD_DAYS,SLVNG_LAG_TIM,PRNT_SLP_IND,OLE_CRCL_DSK_ID,OLE_CLNDR_GRP_ID,HOLD_FORMAT,HOLD_QUEUE
LIB-CIRC,"University Library Circulation Desk","Circulation Desk",Y,Y,N,5,30,Y,12,100,ReceiptPrinter,N
