ITM_TYP_CD_ID,ITM_TYP_CD,ITM_TYP_NM,ITM_TYP_DESC,SRC,SRC_DT,ROW_ACT_IND,OBJ_ID,VER_NBR
16,BOOK,Book,,"OLE Default","2012-01-01 12:00:00",Y,45f12f4c-d4b6-4323-a2ed-1c887f30c0d7,1
