CRCL_DSK_DTL_ID,OPTR_ID,DEFAULT_LOC,ALLOWED_LOC,OBJ_ID,VER_NBR,CRCL_DSK_ID
68,olequickstart,Y,N,036a425d-d69b-4f21-abea-5ccbae4681ee,1,12
