CONT_TYP_ID,OBJ_ID,VER_NBR,CONT_TYP_NM,CONT_TYP_DESC,ROW_ACT_IND
1,fcb9e47c-4af3-4ded-9b30-45e44d4e9cd2,1,Text,Text,Y
